kalimat,kelas
Arpanet adalah �jaringan komputer yang dibuat oleh Advanced Research Project Agency (ARPA) dari Departemen Pertahanan Amerika Serikat pada tahun 1969  yang difungsikan sebagai sarana percobaan teknologi jaringan komputer terbaru pada zamannya.,other
Pesan pertama Arpanet dikirim oleh UCLA  mahasiswa programer Charley Kline  pada tanggal 29 Oktober 1969.,other
Ia dibimbing oleh Leonard Kleinrock melakukan transmisi pertama menggunakan teknologi jaringan yang diberi nama Internet.,nama
Pada saat itu  mereka sedang melakukan sebuah transmisi dari UCLA ke Stanford Research Institute yang juga merupakan tempat pengembangan program Arpanet.,other
"Pada awalnya ia berencana untuk mengirim transmisi sebuah kata  yaitu ""LOGIN""  namun sambungan ini hilang tepat sebelum huruf ""G""  jadi hanya 2 huruf yang terkirim  yaitu ""LO""  yang muncul pada layar di Standord Research Institute  dengan jarak 314 mil.",other
Walau percobaan pertama tersebut masih gagal  tapi Leonard Kleinrock senang karena ia telah berhasil melakukan transmisi jarak jauh lewat jaringan komputer pertama kali di dunia.,other
Semenjak setelah dilakukan percobaan pertama tersebut  pengembangan Arpanet semakin dioptimalkan bahkan mendapatkan tanggapan luar biasa dari pemerintah lewat sebuah program  yaitu National Center for Supercomputing Applications (NCSA).,other
Pada tahun 1988  Leonard Kleinrock menjadi ketua kelompok jaringan Penelitian Nasional untuk Kongres AS.,nama
Leonard Kleinrock berhasil mendapatkan beberapa penghargaan atas dedikasinya terhadap dunia internet.,nama
Pada tanggal 29 September 2008  ia menerima penghargaan Nasional of Sciense  sebuah kehormatan ilmiah bangsa dari Presiden George W.Bush di Gedung Putih dan juga mendapatkan penghargaan The 2007 National Medal of Science atas teori matematika jaringan data modern  dan spesifikasi fungsional switching paket.,other
Informasi Biografi di atas ini kami sadur dari berbagai sumber  namun kami tidak menjamin akan kebenarannya.,other
Jika ada kesalahan atau kekurangan dalam penulisan atau informasi yang kami sampaikan di atas kami mohon maaf dan berharap agar Anda bisa membetulkannya melalui kotak komentar atau bisa menghubungi kami melalui email kami.,other
Terima kasih.,other
Post under : ### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
Biografi Mohammad Hatta Bapak Koperasi Indonesia - Biografi Tokoh Dunia Lengkap.,nama
Biografi Mohammad Hatta Bapak Koperasi Indonesia.,nama
Biografi Mohammad Hatta Bapak Koperasi Indonesia.,nama
Mohammad Hatta adalah seorang tokoh pahlawan Indonesia.,nama
Jasanya dalam memperjuangkan kemerdekaan Indonesia sangatlah besar bersama   ia membacakan teks proklamasi Indonesia yang menandakan bahwa Indonesia telah merdeka.,other
Tidak hanya dikenal sebagai Bapak Proklamator (orang yang memproklamasikan suatu hal atau bisa disebut kemerdekaan)  beliau juga dikenal sebagai Bapak Koperasi Indonesia.,other
Mohammad Hatta lahir pada tanggal 12 Agustus 1902 di Bukittinggi  Indonesia.,ttl
Beliau lahir dari pasangan Muhammad Djamil dan Siti Saleha  ia lahir dengan nama Muhammad Athar.,ttl
Beliau merupakan anak kedua dari dua bersaudara  kakaknya Rafiah yang lahir pada tahun 1900.,other
Ayahnya adalah seorang keturunan ulama tarekat di Batuhampar  sedangkan ibunya berasal dari Minangkabau.,other
Sejak kecil  Hatta sudah dididik dengan baik oleh keluarganya yang khususnya dalam ajaran agama Islam.,other
Kakek dari ayahnya yang bernama Abdurajman dikenal sebagai ulama pendiri Surau Batuhampar.,other
Saat Hatta berusia 7 bulan  ayahnya meninggal dunia.,nama
Setelah kematian ayahnya  ibunya menikah dengan Agus Haji Ning  seorang pedagan dari Palembang.,other
Dari pernikahan Agus Haji Ning dengan Siti Saleha  mereka mempunya empat orang anak  yang semuanya berjenis kelamin perempuan.,other
Hatta mulai mengenyam pendidikan formal di sekolah rakyat.,pendidikan
Namun  ia berhenti di sekolah tersebut dan pindah ke ELS (Europeesche Lagere School) yang merupakan Sekolah Dasar ada zaman kolonial Belanda di Indonesia.,pendidikan
Beliau bersekolah di ELS sampai tahun 1913.,pendidikan
Setelah lulus dari ELS  Hatta melanjutkan sekolahnya di MULO (Meer Uitgebreid Lager Onderwijs) adalah Sekolah Menengah Pertama pada zaan kolonial Belanda di Indonesia.,pendidikan
Sejak bersekolah di MULO  ia telah tertarik pada pergerakan.,pendidikan
Sejak tahun 1916  timbul perkumpulan-perkumpulan pemuda seperti Jong Java  Jong Sumatranen Bond  Jong Minahasa.,other
dan Jong Ambon.,other
Ia masuk ke perkumpulan Jong Sumatranen Bond.,other
Di Jong Sumatranen Bond  Hatta menjadi bendahara  ia menyadari bahwa pentingnya arti keuangan bagi hidupnya suatu perkumpulan.,other
Tetapi sumber keuangan baik dari iuran anggota maupun sumbangan dari luar  mungkin lancar jika para anggotanya mempunyai rasa tanggung jawab dan disiplin.,other
Menjadi bendahara di Jong Sumatranen Bond membuatnya menerapkan sifat yang menjunjung tinggi rasa tanggung jawab dan disiplin.,other
Pada tahun 1921  Hatta tiba di Belanda dan bersekolah di Handels Hoge School Rotterdam.,pendidikan
Selama bersekolah di Belanda  beliau aktif dalam kegiatan organisasi dan ia masuk di organisasi sosial Indische Vereninging yang kemudian menjadi organisasi politik dengan adanya pengaruh   Cipto Mangunkusomo  dan Douwes Deker.,other
Pada tahun 1923  Hatta menjadi bendahara  tahun 1924  organisasi Indische Vereninging berganti nama menjadi Indonesische Vereniging (Perhimpunan Indonesia; PI).,pendidikan
Ia juga mengasuh majalah Hindia Putera  terbit secara teratur sebagai dasar pengikat antaranggota.,other
Pada tahun 1924 majalah ini berganti nama menjadi Indonesia Merdeka.,other
sumber: salunding.wordpress.com Pada tahun 1923  Hatta lulus dalam ujian handels economie (ekonomi perdagangan).,pendidikan
Ia bermaksud menempuh ujian doctoral di bidang ilmu ekonomi pada akhir tahun 1925.,other
Karena itu pada tahun 1924 ia non-aktif dalam Perhimpunan Indonesia.,other
Tetapi waktu itu dibuka jurusan baru  yaitu hukum negara dan hukum administratif.,other
Ia pun memasuki jurusan tersebot karena terdorong oleh minatnya yang besar di bidang politik.,other
Pada tahun 1926  Hatta menjadi pimpinan Perhimpunan Indonesia.,nama
Saat dipimpin oleh-nya  organisasi ini berkembang sangat baik.,other
Perhimpunan ini lebih banyak memperhatikan perkembangan pergerakan di Indonesia dengan memberikan banyak komentar  dan banyak ulasan di media massa di Indonesia.,other
Perhimpunan Indonesia melakukan propaganda aktif di luar negeri Belanda.,other
Hampir setiap kongres Intemasional di Eropa dimasukinya  dan menerima perkumpulan ini.,other
Selama itu  hampir selalu Hatta sendiri yang memimpin delegasi tersebut.,other
"Pada tahun 1926  dengan tujuan memperkenalkan nama ""Indonesia""  Hatta memimpin delegasi ke Kongres Demokrasi Intemasional untuk Perdamaian di Bierville  Prancis.",nama
"Tanpa banyak oposisi  ""Indonesia"" secara resmi diakui oleh kongres.",other
"Nama ""Indonesia"" untuk menyebutkan wilayah Hindia Belanda ketika itu telah benar-benar dikenal kalangan organisasi-organisasi internasional.",other
"Pada Desember 1926  Semaun dari PKI datang kepada Hatta untuk menawarkan pimpinan pergerakan nasional secara umum kepada PI  selain itu ia dan Semaun membuat suatu perjanjian bernama ""Konvensi Semaun-Hatta"".",other
Inilah yang dijadikan alasan Pemerintah Belanda ingin menangkap Hatta.,nama
Pada saat itu Hatta belum meyetujui paham komunis.,nama
Stalin membatalkan keinginan Semaun  sehingga hubungan Hatta dengan komunisme mulai memburuk.,nama
Sikap Hatta ini ditentang oleh anggota PI yang sudah dikuasai komunis.,nama
"Pada tahun 1927  Hatta mengikuti sidang ""Liga Menentang Imperialisme  Penindasan Kolonial dan untuk Kemerdekaan Nasional"" di Frankfurt.",other
Dalam sidang ini  pihak komunis ngin menguasai sidang ini  sehingga Hatta tidak bisa percaya terhadap komunis.,nama
"Pada tahun yang sama  Hatta dan Nehru diundang untuk memberikan ceramah bagi ""Liga wanita Internasional untuk Perdamaian dan Kebebasan"" di Gland  Swiss.",other
Judul ceramah Hatta L 'Indonesie et son Probleme de I' Independence (Indonesia dan Persoalan Kemerdekaan).,other
Pada tanggal 25 September 1927  Hatta bersama Ali Sastroamidjojo  Nazir Datuk Pamuntjak  dan Madjid Djojohadiningrat ditangkap oleh penguasa Belanda atas tuduhan mengikuti partai terlarang yang dikait-kaitkan dengan Semaun  terlibat pemberontakan di Indonesia yang dilakukan PKI dari tahun 1926-1927  dan menghasut (opruiing) supaya menentang Kerajaan Belanda.,other
Pada tanggal 22 Maret 1928  Mahkamah Pengadilan di Den Haag membebaskan keempatnya dari segala tuduhan.,other
Dalam sidang tersebut  Hatta mengemukaan pidato pembelaan yang mengagumkan  yang kemudian diterbitkan sebagai brosur dengan nama Indonesia Vrij  dan kemudian diterjemahkan ke dalam Bahasa Indonesia sebagai buku dengan judul Indonesia Merdeka.,nama
Setelah menjadi pemimpin di organisasi PI dari tahun 1926  akhirnya tahun 1931  Hatta mundur dari kedudukannya sebagai ketua karena hendak fokus mengikuti ujian sarjana dan menargetkan lulus pada tahun 1932.,other
Kemundurannya tersebut mengakibatkan PI jatuh ke tangan komunis sehingga Hatta dikeluarkan dari organisasi tersebut karena pihak komunis mengecam keras kebijakan Hatta.,other
Pada bulan Juli 1932  Hatta berhasil menyelesaikan studinya di Negeri Belanda  kemudian kembali ke tanah air dan tiba di Jakarta.,pendidikan
Antara akhir tahun 1932 dan 1933  kesibukan utama Hatta adalah menulis berbagai artikel politik dan ekonomi untuk Daulat Ra'jat dan melakukan berbagai kegiatan politik  terutama pendidikan kader-kader politik pada Partai Pendidikan Nasional Indonesia.,nama
Prinsip non-kooperasi selalu ditekankan kepada kader-kadernya.,pendidikan
Reaksi Hatta yang keras terhadap sikap Soekarno sehubungan dengan penahannya oleh Pemerintah Kolonial Belanda  yang berakhir dengan pembuangan Soekarno ke Ende  Flores  terlihat pada tulisan-tulisannya di Daulat Ra�jat  yang berjudul Soekarno Ditahan (10 Agustus 1933)  Tragedi Soekarno (30 November 1933)  dan Sikap Pemimpin (10 Desember 1933).,other
Pada bulan Februari 1934  setelah Soekarno dibuang ke Ende  Pemerintah Kolonial Belanda mengalihkan perhatiannya kepada Partai Pendidikan Nasional Indonesia.,other
Para pimpinan Partai Pendidikan Nasional Indonesia ditahan dan kemudian dibuang ke Boven Digoel.,other
Seluruhnya berjumlah tujuh orang.,other
Dari kantor Jakarta adalah Mohammad Hatta  Sutan Syahrir  dan Bondan.,nama
Dari kantor Bandung: Maskun Sumadiredja  Burhanuddin  Soeka  dan Murwoto.,other
Sebelum ke Digoel  mereka dipenjara selama hampir setahun di penjara Glodok dan Cipinang  Jakarta.,other
Di penjara Glodok  Hatta menulis buku berjudul Krisis Ekonomi dan Kapitalisme.,other
Pada bulan Januari 1935  Hatta dan kawan-kawannya tiba di Tanah Merah  Boven Digoel (Papua).,nama
Pada bulan Desember 1935  Kapten Wiarda  pengganti van Langen  memberitahukan bahwa tempat pembuangan Hatta dan Sjahrir dipindah ke Bandaneira.,nama
Pada Januari 1936 keduanya berangkat ke Bandaneira.,other
Mereka bertemu Dr. Tjipto Mangunkusumo dan Mr. Iwa Kusumasumantri.,other
Di Bandaneira  Hatta dan Sjahrir dapat bergaul bebas dengan penduduk setempat dan memberi pelajaran kepada anak-anak setempat dalam bidang sejarah  tatabuku  politik  dan lain-Iain.,other
Pada tanggal 3 Februari 1942  Hatta dan Sjahrir dibawa ke Sukabumi.,nama
Pada tanggal 9 Maret 1942  Pemerintah Hindia Belanda menyerah kepada Jepang dan pada tanggal 22 Maret 1942 Hatta dan Sjahrir dibawa ke Jakarta.,other
Pada masa pendudukan Jepang  Hatta diminta untuk bekerja sama sebagai penasehat.,other
Selama masa pendudukan Jepang  Hatta tidak banyak bicara.,nama
Namun pidato yang diucapkan di�Lapangan Ikada (sekarang Lapangan Merdeka) pada tanggaI 8 Desember 1942 menggemparkan banyak kalangan.,other
Ia mengatakan  �Indonesia terlepas dari penjajahan imperialisme Belanda.,other
Dan oleh karena itu ia tak ingin menjadi jajahan kembali.,other
Tua dan muda merasakan ini setajam-tajamnya.,other
"Bagi pemuda Indonesia  ia Iebih suka melihat Indonesia tenggelam ke dalam lautan daripada mempunyainya sebagai jajahan orang kembali.""",other
Jepang telah berjanji akan membantu proses kemerdekaan Indonesia dengan membentuk sebuah badan yang bernama BPUPKI (Badan Penyelidik Usaha-usaha Persiapan Kemerdekaan Indonesia) dibentuklah badan ini untuk membantu Indonesia dalam proses menuju kemerdekaan dengan Soekarno sebagai ketunya.,other
Pada tanggal 7 Agustus 1945  BPUPKI dibubarkan karena dianggap telah dapat menyelesaikan tugasnya dengan baik  yaitu menyusun rancangan Undang-Undang Dasar bagi negara Indonesia Merdeka  dan digantikan dengan dibentuknya PPKI (Panitia Persiapan Kemerdekaan Indonesia) dengan Soekarno sebagai ketuanya.,other
Sehari sebelum hari kemerdekaan dikumandangkan  Panitia Persiapan Kemerdekaan Indonesia mengadakan rapat di rumah Laksamana Maeda.,other
Panitia yang hanya terdiri dari Soekarno  Hatta  Achmad Soebardjo  Soekarni  dan Sayuti Melik tersebut merumuskan teks proklamasi yang akan dibacakan keesokan harinya dengan tanda tangan Soekarno dan Hatta atas usul Soekarni.,other
Sehari sebelum hari kemerdekaan dikumandangkan tepatnya pada tanggal 16 Agustus 1945 malam  Panitia Persiapan Kemerdekaan Indonesia mempersiapkan proklamasi dalam rapat di rumah Laksama Maeda  yang berakhir pada pukul 03.00 pagi keesokan harinya.,other
Soekarno  Hatta  Soebardjo  Soekarni  dan Sayuti Malik memisahkan diri ke suatu ruangan untuk menyusun teks proklamasi kemerdekaan.,other
Soekarno meminta Hatta menyusun teks proklamasi yang ringkas.,other
Hatta menyarankan agar Soekarno yang menuliskan kata-kata yang didiktekannya.,nama
Soekarni mengusulkan agar naskah proklamasi ditandatangi oleh dua orang saja  yaitu Soekarno dan Mohammad Hatta.,other
Setelah penantian yang cukup panjang dan dengan diiringi dengan perjuangan yang keras untuk meraih kemerdekaan akhirnya pada tanggal 17 Agustus 1945  pukul 10.00 WIB di Jalan Pengangsaan Timur 56 Jakarta kemerdekaan Indonesia diproklamasikan oleh Soekarno dan Hatta.,other
Setelah memproklamasikan kemerdekaan bersama Soekarno  pada tanggal 18 Agustus 1945  Soekarno diangkat menjadi Presiden Republik Indonesia sedangkan Mohammad Hatta diangkat menjadi Wakil Presiden Republik Indonesia.,other
Pada tanggal 18 November 1945  Hatta menikah dengan Rahmi Hatta di desa Megamendung  Bogor  Jawa Barat.,nama
Kemudia mereka bertempat tinggal di Yogyakarta.,other
Mereka dikaruniai 3 orang anak perempuan yang bernama Meutia Farida Hatta  Gemala Rabi'ah Hatta  dan Halida Nuriah Hatta.,other
Mendengar berita mengenai kemerdekaan Republik Indonesia membuat Pemerintah Belanda berkeingan kembali untuk menjajah Indonesia.,other
Pemerintah Republik Indonesia pindah dari Jakarta ke Yogyakarta.,other
Dua kali perundingan dengan Belanda menghasilkan Perjanjian Linggarjati dan Perjanjian Renville  namun selalu berakhir dengan kegagal karena kecurangan yang dilakukan oleh pihak Belanda.,other
Pada bulan Juli 1947  Hatta pergi ke untuk mencari dukungan luar negeri  ia pergi ke India dan menemui Jawaharial Nehru dan Mahatma Gandhi.,other
Nehru berjanji  India dapat membantu Indonesia dengan protes dan resolusi kepada PBB agar Belanda dihukum.,other
Pada tanggal 27 Desember 1949 di Den Haag  Hatta yang mengetuai Delegasi Indonesia dalam Konperensi Meja Bundar untuk menerima pengakuan kedaulatan Indonesia dari Ratu Juliana.,other
Hatta aktif memberikan ceramah-ceramah di berbagai lembaga pendidikan tinggi.,nama
Ia juga tetap menulis berbagai karangan dan buku-buku ilmiah di bidang ekonomi dan koperasi.,other
Dia juga aktif membimbing gerakan koperasi untuk melaksanakan cita-cita dalam konsepsi ekonominya.,other
Pada tanggal 12 Juli 1951  Hatta mengucapkan pidato radio untuk menyambut Hari koperasi di Indonesia.,other
Karena besarnya aktivitasnya dalam gerakan koperasi  maka pada tanggal 17 Juli 1953 ia diangkat sebagai Bapak Koperasi Indonesia pada Kongres Koperasi Indonesia di Bandung.,other
Pikiran-pikirannya mengenai koperasi antara lain dituangkan dalam bukunya yang berjudul Membangun Koperasi dan Koperasi Membangun (1971).,other
Pada akhir tahun 1956  Hatta tidak sejalan lagi dengan Soekarno karena ia tidak ingin memasukkan unsur komunis dalam kabinet pada waktu itu.,other
Sebelum ia mundur  ia mendapatkan gelar doctor honouris causa dari Universitas Gajah Mada Yogyakarta.,pendidikan
Sebenarnya gelar doctor honouris causa ingin diberikan pada tahun 1951.,other
Namun  gelar tersebut baru diberikan pada 27 November 1956.,other
Demikian pula Universitas Indonesia pada tahun 1951 telah menyampaikan keinginan itu tetapi Bung Hatta belum bersedia menerimanya.,pendidikan
Kata dia  �Nanti saja kalau saya telah berusia 60 tahun.� Kemudian  pada 1 Desember 1956  Hatta memutuskan untuk berhenti sebagai Wakil Presiden RI.,other
Bandar udara internasional Jakarta  Bandar Udara Soekarno-Hatta  menggunakan namanya sebagai penghormatan terhadap jasa-jasanya.,other
Selain diabadikan di Indonesia  nama Mohammad Hatta juga diabadikan di Belanda yaitu sebagai nama jalan di kawasan perumahan Zuiderpolder  Haarlem dengan nama Mohammed Hattastraat.,nama
Pada tangal 27 Nopember 1956  ia memperoleh gelar kehormatan akademis yaitu Doctor Honoris Causa dalam ilmu hukum dari Universitas Gajah Mada di Yoyakarta.,pendidikan
Sesudah Hatta melepaskan jabatannya sebagai Wakil Presiden Republik Indonesia  beberapa gelar akademis juga diperolehnya dari berbagai perguruan tinggi.,other
Universitas Padjadjaran di Bandung mengukuhkannya sebagai guru besar dalam ilmu politik perekonomian.,pendidikan
Universitas Hasanuddin di Ujung Pandang memberikan gelar Doctor Honoris Causa dalam bidang Ekonomi.,pendidikan
Universitas Indonesia memberikan gelar Doctor Honoris Causa di bidang ilmu hukum.,pendidikan
Pidato pengukuhan Bung Hatta berjudul Menuju Negara Hukum.,other
"Pada tanggal 15 Agustus 1972  Presiden Soeharto menyampaikan kepada Bung Hatta anugerah negara berupa Tanda Kehormatan tertinggi ""Bintang Republik Indonesia Kelas I"" pada suatu upacara kenegaraan di Istana Negara.",other
Pada tanggal 14 Maret 1980  Hatta meninggal dunia di Rumah Sakit Cipto Mangunkusumo Jakarta setelah sebelas hari ia dirawat di sana.,nama
Dan dimakamkan di TPU Tanah Kusir  Jakarta dan disambut dengan upacara kenegaraan yang dipimpin secara langsung oleh Wakit Presiden pada saat itu  Adam Malik.,other
Ia ditetapkan sebagai pahlawan proklamator pada tahun 1986 oleh pemerintahan Soeharto.,other
Setelah wafat  Pemerintah memberikan gelar Pahlawan Proklamator kepada Hatta pada 23 Oktober 1986 bersama dengan mendiang Soekarno.,other
Pada 7 November 2012  Hatta secara resmi bersama dengan Soekarno ditetapkan oleh Presiden Susilo Bambang Yudhoyono sebagai Pahlawan Nasional.,other
Informasi Biografi di atas ini kami sadur dari berbagai sumber  namun kami tidak menjamin akan kebenarannya.,other
Jika ada kesalahan atau kekurangan dalam penulisan atau informasi yang kami sampaikan di atas kami mohon maaf dan berharap agar Anda bisa membetulkannya melalui kotak komentar atau bisa menghubungi kami melalui email kami.,other
Terima kasih.,other
Post under : #### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
Biografi Jack Ma Pendiri Perusahaan Ecommerce Alibaba - Biografi Tokoh Dunia Lengkap.,nama
Biografi Jack Ma Pendiri Perusahaan Ecommerce Alibaba.,nama
Biografi Jack Ma Pendiri Perusahaan Ecommerce Alibaba.,nama
Jack Ma adalah seorang miliarder yang berasal dari Tiongkok.,nama
Ia merupakan pendiri dari situs e-commerce yang saat ini merupakan perusahaan e-commerce terbesar di Tiongkok.,other
Tidak hanya itu guru bahasa inggris tersebut untuk saat ini menjadi salah satu orang yang termasuk dalam jajaran orang terkaya di Tiongkok.,other
Gambar dari www.livermint.com.,other
Jack Ma lahir pada tanggal 15 Oktober 1964 di Hangzhou  Tiongkok.,ttl
Ia memiliki seorang kakak laki-laki dan adik perempuan.,other
Ia dan saudara-saudaranya hidup dalam keluarga yang kurang mampu.,other
Orangtuanya hanya bekerja sebagai pemusik dan pendongeng tradisional di Tiongkok yang pada saat itu negara tersebut semakin terisolasi dari dunia Barat.,other
Pada tahun 1972  Presiden AS Richard Nixon mengunjungi Hangzhou.,other
Setelah kunjungan presiden tersebut kampung halaman tempat tinggal Jack menjadi tujuan turis untuk berwisata.,other
Saat berusia 12 tahun  ia bersepeda mengunjungi hotel utama yang ada di kota untuk menawarkan jasa penerjemah bahasa kepada pengunjung dan juga menjadi pemandu wisata.,other
Kegiatan inilah yang membuatnya menjadi fasih dalam berbahasa Inggris.,other
Delapan tahun Ma menjalani kegiatan seperti ini dari usia 12 hingga 20 tahun.,other
Bersosialisai bersama turis asing benar-benar mengubah cara pandangnya mengenai hidup  ia berfikir secara global jika dibandingkan dengan kebanyakan penduduk Tiongkok yang lainnya  yang pada saat itu Tiongkok baru saja mulai membuka diri terhadap kehidupan Barat.,other
Jack Ma pernah dua kali gagal dalam ujian untuk masuk ke universitas  namun hal tersebut tidak membuatnya menyerah  ia mengikuti ujian kembali  dan akhirnya ia berhasil lulus dalam ujian ketiganya dan resmi menjadi mahasiswa di Hangzhou Teacher's Institute  sebuah Perguruan Tinggi khusus bidang pendidikan.,pendidikan
Dan ia lulus pada tahun 1988.,pendidikan
Baca juga: .,other
Setelah lulus  Jack mulai melamar pekerjaan di beberapa perusahaa  namun kembali ia harus menemui masalah saat melamar pekerjaan salah satunya adalah ditolak.,nama
Beberapa kali ia melamar pada sejumlah perusahaan  namun semua lamaran kerjanya tidak diterima.,other
Lamaran pekerjaannya yang ditolak akhirnya Jack memutuskan untuk menjadi guru bahasa Inggris di Tiongkok  ia memilih pekerjaan ini karena ia sudah fasih dalam berbahasa Inggris sehingga itu tidak akan menyulitkannya saat bekerja sebagai guru bahasa Inggris.,other
Ia menikmati pekerjaannya sebagai guru  walaupun gajinya hanya sekitar $12 sampai $15 per-bulan.,other
Kemampuannya dalam berbahasa Inggris membuatnya sering diajak para pengusaha Tiongkok untuk menjadi translator.,other
Pada tahun 1995  Ma pergi di Amerika Seikat untuk kepentingan sebagai penerjemah  saat di sana ia bertemu dengan temannya di Seattle.,other
Sejak adanya jaringan internet yang diciptakan oleh pada tahun 1969  Jack baru mengenal dan menggunakan internet untuk pertama kalinya pada tahun 1995  yang dikenalkan oleh temannya.,other
Pada waktu itu temannya mengatakan bahwa semuanya bisa ditemukan di Internet.,other
Ia mencoba mengetikkan kata kunci 'beer' di mesin pencari  namun ia tidak menemukan data tentang Tiongkok dengan kata kunci tersebut dihasil pencarian.,other
Berkat kata kunci tersebut  Jack melihat potensi untuk mengembangkan bisnis online di Tiongkok.,other
Akhirnya atas bantuan temannya di Amerika  ia berhasil membuat sebuah website yang menawarkan jasa translate dari bahasa China.,other
Pada tahun 1955  Jack mendirikan sebuah website tentang indeks bisnis di Tiongkok yang beranama China Pages  website tersebut merupakan perusahaan berbasis online pertama di Tiongkok.,other
Pada tahun 1997  ia meninggalkan China Pages untuk bergabung bersama pemerintah.,other
Ia menjadi pemimpin perusahaan teknologi informasi yang dibangun oleh China International Electronic Commerce Center  sebuah departemen dari Kementrian Perdagangan Luar Negeri dan Kerjasama Ekonomi Tiongkok pada tahun 1998-1999.,other
Alibaba.com merupakan situs e-commerce yang mempertemukan antara supplier dan customer yang berskala global yang berdiri pada tahun 1999 yang didirikan oleh Jack Ma.,nama
Dalam mendirikan situs ini ia dibantu oleh 17 orang temannya di Hangzhou.,other
Nama Alibaba diambil ketika ia berada di sebuah kedai kopi di San Fransisco  saat itu ia sedang mempikirkan sebuah nama apa yang pantas untuk perusahaannya dan mudah dikenal oleh semua orang yang ada di dunia kemudian ia mendapatkan ide dengan nama Alibaba.,other
"Jack Ma mulai menanyakan nama tersebut kepada pelayan yang ada di sana  ia bertanya ""Apa yang kamu ketahui tentang Alibaba?""",nama
"pelayan tersebut menjawab ""Alibaba dan 40 pencuri"".",other
Kemudian ia bertanya kepada beberapa orang mengenai Alibaba  dan orang yang ditanyai soal Alibaba mereka semua menjawab tahu.,other
Akhirnya ia menggunakan nama Alibaba sebagai nama perusahaannya karena mudah dieja  mudah diingat dan sudah diketahui secara global.,other
Baca juga: .,other
Alibaba.com menghubungkan para eksportit Tiongkok dengan pembeli dari orang asing.,other
Pada saat itu perekonomian Tiongkok mulai menggeliat dan pebisnis dari Tiongkok membutuhkan sebuah tempat untuk dapat bertransaksi dengan dunia luar berkat inilah Alibaba menjadi salah satu situs e-commerce terbesar dan tersukses di Tiongkok.,other
Pada Mei 2003  Alibaba mendirikian Taobao  sebuah situs berbelanja  yang mempunyai fungsi mirip seperti eBay.,other
Ada yang mengatakan bahwa tujuan dibuatnya situs ini untuk menyaingi eBay yang pada saat itu menjadi penguasa online shopping di Tiongkok setelah membeli Eachnet  sebuah situs lelang terbesar di Tiongkok yang merupakan pasar online utama di pasar elektronik komersial Tiongkok.,other
Untuk dapat menyaingi eBay  Jack menggratiskan transaksi penjualan yang terjadi di Taobao  baik dari sisi penjual maupun pembeli.,other
Hal yang ia lakukan berhasil dengan baik itu terbukti ketika dalam sebuah konferensi pers pada Oktober 2005  ia mengatakan bahwa Taobao berhasil menguasai 70% pangsa pasar untuk online shopping di Tiongkok.,other
Pada tahun 2006  eBay memutuskan untuk meninggalkan pasar online Tiongkok.,other
Pada Mei 2009  Jack mendapat penghargaan Time Magazine dalam 100 orang paling berpengaruh dunia.,other
"Ia juga terpilih sebagai salah satu ""Top 10 Pengusaha Paling Disegani di Tiongkok"" oleh Majalah Forbes.",other
Pada bulan Juni 2011  Jack Ma memutuskan Taobao akan dipisah menjadi 3 perusaan berbeda  yaitu Taobao Mall  Taobao Marketplace  dan eTao.,other
Pada Agustus 2014  Alibaba melakukan IPO (Initial Public Offering) di bursa saham AS.,other
IPO yang dilakukan oleh Alibaba di bursa saham New York mencetak rekor dunia.,other
Nilai perusahaan Alibaba mencapai US$162 7 miliar dengan perkiraan harga US$66 per-lembar saham  Alibaba berhasil melampaui nilai Amazon yang sekitar US$ 152 4 miliar.,other
Hal tersebut menempatkan Alibaba sebagai perusahaan internet terbesar ketiga yang tercatat di pasar saham setelah Google dan Facebook.,other
Pada tahun 2013  Jack mengundurkan diri dari jabatannya sebagai CEO di Alibaba dan digantikan oleh Jonathan Lu.,other
Setelah mengundurkan diri sebagai CEO  kini ia menjabat sebagai ketua eksekutif di Alibaba.,other
Pada usia 50 tahun  ia memiliki kekayaan bersih sebesar US$ 26 5 miliar  menurut Indeks Bloomberg Billionaires.,other
Post under : #### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
Biografi Ki Hajar Dewantara Bapak Pendidikan Nasional.,nama
Biografi Ki Hajar Dewantara Bapak Pendidikan Nasional.,nama
Ki Hajar Dewantara adalah seorang tokoh pelopor pendidikan bagi kaum pribumi Indonesia dari zaman penjajahan Belanda.,nama
Ia merupakan pendiri Perguruan Taman Siswa  suatu lembaga pendidikan yang memberikan kesempatan bagi para pribumi yang pada saat itu tidak memperoleh hak pendidikan agar bisa memperoleh hak pendidikan seperti halnya para priyayi maupun orang-orang Belanda pada saat itu.,other
Tanggal kelahirannya diperingati sebagai Hari Pendidikan Nasional.,other
Ki Hajar Dewantara lahir di Yogyakarta pada tanggal 2 Mei 1889 dengan nama Raden Mas Soewardi Soeryaningrat.,ttl
Ia berasal dari lingkungan keluarga Pakualaman  putra dari GPH Soerjaningrat  dan cucu dari Pakualam III dan dibesarkan di lingkungan keluarga kraton Yogyakarta.,other
Ki Hajar Dewantara bersekolah di Europeesche Lagere School (ELS) pada saat itu merupakan sekolah dasar pada zaman penjajahan Belanda di Indonesia.,pendidikan
